label,family,kind,d,bf,tw,tf,fillet,b,t,ht,B,wall,od,radius
WT9X141.5,WT,TShape,10.9,11.9,1.4,2.5,0.5,,,,,,,
WT9X129,WT,TShape,10.7,11.8,1.28,2.3,0.4,,,,,,,
WT9X117,WT,TShape,10.5,11.7,1.16,2.11,0.4,,,,,,,
WT9X105.5,WT,TShape,10.3,11.6,1.06,1.91,0.4,,,,,,,
WT9X96,WT,TShape,10.2,11.5,0.96,1.75,0.4,,,,,,,
WT9X87.5,WT,TShape,10.0,11.4,0.89,1.59,0.4,,,,,,,
WT9X79,WT,TShape,9.86,11.3,0.81,1.44,0.4,,,,,,,
WT9X71.5,WT,TShape,9.75,11.2,0.73,1.32,0.4,,,,,,,
WT9X65,WT,TShape,9.63,11.2,0.67,1.2,0.4,,,,,,,
WT9X59.5,WT,TShape,9.49,11.3,0.655,1.06,0.4,,,,,,,
WT9X53,WT,TShape,9.37,11.2,0.59,0.94,0.4,,,,,,,
WT9X48.5,WT,TShape,9.3,11.1,0.535,0.87,0.4,,,,,,,
WT9X43,WT,TShape,9.2,11.1,0.48,0.77,0.4,,,,,,,
WT9X38,WT,TShape,9.11,11.0,0.425,0.68,0.4,,,,,,,
WT9X35.5,WT,TShape,9.24,7.64,0.495,0.81,0.4,,,,,,,
WT9X32.5,WT,TShape,9.18,7.59,0.45,0.75,0.4,,,,,,,
WT9X30,WT,TShape,9.12,7.56,0.415,0.695,0.405,,,,,,,
WT9X27.5,WT,TShape,9.06,7.53,0.39,0.63,0.4,,,,,,,
WT9X25,WT,TShape,9.0,7.5,0.355,0.57,0.402,,,,,,,
WT9X23,WT,TShape,9.03,6.06,0.36,0.605,0.405,,,,,,,
WT9X20,WT,TShape,8.95,6.02,0.315,0.525,0.402,,,,,,,
WT9X17.5,WT,TShape,8.85,6.0,0.3,0.425,0.402,,,,,,,
WT8X50,WT,TShape,8.49,10.4,0.585,0.985,0.405,,,,,,,
WT8X44.5,WT,TShape,8.38,10.4,0.525,0.875,0.405,,,,,,,
WT8X38.5,WT,TShape,8.26,10.3,0.455,0.76,0.4,,,,,,,
WT8X33.5,WT,TShape,8.17,10.2,0.395,0.665,0.405,,,,,,,
WT8X28.5,WT,TShape,8.22,7.12,0.43,0.715,0.405,,,,,,,
WT8X25,WT,TShape,8.13,7.07,0.38,0.63,0.4,,,,,,,
WT8X22.5,WT,TShape,8.07,7.04,0.345,0.565,0.402,,,,,,,
WT8X20,WT,TShape,8.01,7.0,0.305,0.505,0.402,,,,,,,
WT8X18,WT,TShape,7.93,6.99,0.295,0.43,0.402,,,,,,,
WT8X15.5,WT,TShape,7.94,5.53,0.275,0.44,0.402,,,,,,,
WT8X13,WT,TShape,7.85,5.5,0.25,0.345,0.402,,,,,,,
WT7X436.5,WT,TShape,11.8,18.8,3.94,5.51,0.59,,,,,,,
WT7X404,WT,TShape,11.4,18.6,3.74,5.12,0.59,,,,,,,
WT7X365,WT,TShape,11.2,17.9,3.07,4.91,0.6,,,,,,,
WT7X332.5,WT,TShape,10.8,17.7,2.83,4.52,0.6,,,,,,,
WT7X302.5,WT,TShape,10.5,17.4,2.6,4.16,0.6,,,,,,,
WT7X275,WT,TShape,10.1,17.2,2.38,3.82,0.6,,,,,,,
WT7X250,WT,TShape,9.8,17.0,2.19,3.5,0.6,,,,,,,
WT7X227.5,WT,TShape,9.51,16.8,2.02,3.21,0.6,,,,,,,
WT7X213,WT,TShape,9.34,16.7,1.88,3.04,0.59,,,,,,,
WT7X199,WT,TShape,9.15,16.6,1.77,2.85,0.59,,,,,,,
WT7X185,WT,TShape,8.96,16.5,1.66,2.66,0.6,,,,,,,
WT7X171,WT,TShape,8.77,16.4,1.54,2.47,0.6,,,,,,,
WT7X155.5,WT,TShape,8.56,16.2,1.41,2.26,0.6,,,,,,,
WT7X141.5,WT,TShape,8.37,16.1,1.29,2.07,0.6,,,,,,,
WT7X128.5,WT,TShape,8.19,16.0,1.18,1.89,0.6,,,,,,,
WT7X116.5,WT,TShape,8.02,15.9,1.07,1.72,0.6,,,,,,,
WT7X105.5,WT,TShape,7.86,15.8,0.98,1.56,0.6,,,,,,,
WT7X96.5,WT,TShape,7.74,15.7,0.89,1.44,0.6,,,,,,,
WT7X88,WT,TShape,7.61,15.7,0.83,1.31,0.6,,,,,,,
WT7X79.5,WT,TShape,7.49,15.6,0.745,1.19,0.6,,,,,,,
WT7X72.5,WT,TShape,7.39,15.5,0.68,1.09,0.6,,,,,,,
WT7X66,WT,TShape,7.33,14.7,0.645,1.03,0.6,,,,,,,
WT7X60,WT,TShape,7.24,14.7,0.59,0.94,0.6,,,,,,,
WT7X54.5,WT,TShape,7.16,14.6,0.525,0.86,0.6,,,,,,,
WT7X49.5,WT,TShape,7.08,14.6,0.485,0.78,0.6,,,,,,,
WT7X45,WT,TShape,7.01,14.5,0.44,0.71,0.6,,,,,,,
WT7X41,WT,TShape,7.16,10.1,0.51,0.855,0.595,,,,,,,
WT7X37,WT,TShape,7.09,10.1,0.45,0.785,0.595,,,,,,,
WT7X34,WT,TShape,7.02,10.0,0.415,0.72,0.59,,,,,,,
WT7X30.5,WT,TShape,6.95,10.0,0.375,0.645,0.595,,,,,,,
WT7X26.5,WT,TShape,6.96,8.06,0.37,0.66,0.59,,,,,,,
WT7X24,WT,TShape,6.9,8.03,0.34,0.595,0.595,,,,,,,
WT7X21.5,WT,TShape,6.83,8.0,0.305,0.53,0.59,,,,,,,
WT7X19,WT,TShape,7.05,6.77,0.31,0.515,0.4,,,,,,,
WT7X17,WT,TShape,6.99,6.75,0.285,0.455,0.4,,,,,,,
WT7X15,WT,TShape,6.92,6.73,0.27,0.385,0.4,,,,,,,
WT7X13,WT,TShape,6.96,5.03,0.255,0.42,0.4,,,,,,,
WT7X11,WT,TShape,6.87,5.0,0.23,0.335,0.4,,,,,,,
WT6X168,WT,TShape,8.41,13.4,1.78,2.96,0.59,,,,,,,
WT6X152.5,WT,TShape,8.16,13.2,1.63,2.71,0.59,,,,,,,
WT6X139.5,WT,TShape,7.93,13.1,1.53,2.47,0.6,,,,,,,
WT6X126,WT,TShape,7.71,13.0,1.4,2.25,0.6,,,,,,,
WT6X115,WT,TShape,7.53,12.9,1.29,2.07,0.6,,,,,,,
WT6X105,WT,TShape,7.36,12.8,1.18,1.9,0.6,,,,,,,
WT6X95,WT,TShape,7.19,12.7,1.06,1.74,0.59,,,,,,,
WT6X85,WT,TShape,7.02,12.6,0.96,1.56,0.6,,,,,,,
WT6X76,WT,TShape,6.86,12.5,0.87,1.4,0.6,,,,,,,
WT6X68,WT,TShape,6.71,12.4,0.79,1.25,0.6,,,,,,,
WT6X60,WT,TShape,6.56,12.3,0.71,1.11,0.59,,,,,,,
WT6X53,WT,TShape,6.45,12.2,0.61,0.99,0.6,,,,,,,
WT6X48,WT,TShape,6.36,12.2,0.55,0.9,0.6,,,,,,,
WT6X43.5,WT,TShape,6.27,12.1,0.515,0.81,0.6,,,,,,,
WT6X39.5,WT,TShape,6.19,12.1,0.47,0.735,0.595,,,,,,,
WT6X36,WT,TShape,6.13,12.0,0.43,0.67,0.6,,,,,,,
WT6X32.5,WT,TShape,6.06,12.0,0.39,0.605,0.595,,,,,,,
WT6X29,WT,TShape,6.1,10.0,0.36,0.64,0.6,,,,,,,
WT6X26.5,WT,TShape,6.03,10.0,0.345,0.575,0.605,,,,,,,
WT6X25,WT,TShape,6.1,8.08,0.37,0.64,0.5,,,,,,,
WT6X22.5,WT,TShape,6.03,8.05,0.335,0.575,0.505,,,,,,,
WT6X20,WT,TShape,5.97,8.01,0.295,0.515,0.505,,,,,,,
WT6X17.5,WT,TShape,6.25,6.56,0.3,0.52,0.3,,,,,,,
WT6X15,WT,TShape,6.17,6.52,0.26,0.44,0.3,,,,,,,
WT6X13,WT,TShape,6.11,6.49,0.23,0.38,0.3,,,,,,,
WT6X11,WT,TShape,6.16,4.03,0.26,0.425,0.3,,,,,,,
WT6X9.5,WT,TShape,6.08,4.01,0.235,0.35,0.3,,,,,,,
WT6X8,WT,TShape,6.0,3.99,0.22,0.265,0.3,,,,,,,
WT6X7,WT,TShape,5.96,3.97,0.2,0.225,0.3,,,,,,,
WT5X56,WT,TShape,5.68,10.4,0.755,1.25,0.5,,,,,,,
WT5X50,WT,TShape,5.55,10.3,0.68,1.12,0.5,,,,,,,
WT5X44,WT,TShape,5.42,10.3,0.605,0.99,0.5,,,,,,,
WT5X38.5,WT,TShape,5.3,10.2,0.53,0.87,0.5,,,,,,,
WT5X34,WT,TShape,5.2,10.1,0.47,0.77,0.5,,,,,,,
WT5X30,WT,TShape,5.11,10.1,0.42,0.68,0.5,,,,,,,
WT5X27,WT,TShape,5.05,10.0,0.37,0.615,0.505,,,,,,,
WT5X24.5,WT,TShape,4.99,10.0,0.34,0.56,0.5,,,,,,,
WT5X22.5,WT,TShape,5.05,8.02,0.35,0.62,0.5,,,,,,,
WT5X19.5,WT,TShape,4.96,7.99,0.315,0.53,0.5,,,,,,,
WT5X16.5,WT,TShape,4.87,7.96,0.29,0.435,0.5,,,,,,,
WT5X15,WT,TShape,5.24,5.81,0.3,0.51,0.3,,,,,,,
WT5X13,WT,TShape,5.17,5.77,0.26,0.44,0.3,,,,,,,
WT5X11,WT,TShape,5.09,5.75,0.24,0.36,0.3,,,,,,,
WT5X9.5,WT,TShape,5.12,4.02,0.25,0.395,0.3,,,,,,,
WT5X8.5,WT,TShape,5.06,4.01,0.24,0.33,0.3,,,,,,,
WT5X7.5,WT,TShape,5.0,4.0,0.23,0.27,0.3,,,,,,,
WT5X6,WT,TShape,4.94,3.96,0.19,0.21,0.3,,,,,,,
WT4X33.5,WT,TShape,4.5,8.28,0.57,0.935,0.395,,,,,,,
WT4X29,WT,TShape,4.38,8.22,0.51,0.81,0.39,,,,,,,
WT4X24,WT,TShape,4.25,8.11,0.4,0.685,0.395,,,,,,,
WT4X20,WT,TShape,4.13,8.07,0.36,0.56,0.394,,,,,,,
WT4X17.5,WT,TShape,4.06,8.02,0.31,0.495,0.394,,,,,,,
WT4X15.5,WT,TShape,4.0,8.0,0.285,0.435,0.394,,,,,,,
WT4X14,WT,TShape,4.03,6.54,0.285,0.465,0.394,,,,,,,
WT4X12,WT,TShape,3.97,6.5,0.245,0.4,0.394,,,,,,,
WT4X10.5,WT,TShape,4.14,5.27,0.25,0.4,0.3,,,,,,,
WT4X9,WT,TShape,4.07,5.25,0.23,0.33,0.3,,,,,,,
WT4X7.5,WT,TShape,4.06,4.02,0.245,0.315,0.3,,,,,,,
WT4X6.5,WT,TShape,4.0,4.0,0.23,0.255,0.3,,,,,,,
WT4X5,WT,TShape,3.95,3.94,0.17,0.205,0.3,,,,,,,
WT3X12.5,WT,TShape,3.19,6.08,0.32,0.455,0.25,,,,,,,
WT3X10,WT,TShape,3.1,6.02,0.26,0.365,0.25,,,,,,,
WT3X7.5,WT,TShape,3.0,5.99,0.23,0.26,0.25,,,,,,,
WT3X8,WT,TShape,3.14,4.03,0.26,0.405,0.25,,,,,,,
WT3X6,WT,TShape,3.02,4.0,0.23,0.28,0.25,,,,,,,
WT3X4.5,WT,TShape,2.95,3.94,0.17,0.215,0.25,,,,,,,
WT3X4.25,WT,TShape,2.92,3.94,0.17,0.195,0.25,,,,,,,
WT2.5X9.5,WT,TShape,2.58,5.03,0.27,0.43,0.3,,,,,,,
WT2.5X8,WT,TShape,2.51,5.0,0.24,0.36,0.3,,,,,,,
WT2X6.5,WT,TShape,2.08,4.06,0.28,0.345,0.25,,,,,,,
MT6.25X6.2,MT,TShape,6.27,3.75,0.155,0.228,0.335,,,,,,,
MT6.25X5.8,MT,TShape,6.25,3.5,0.155,0.211,0.352,,,,,,,
MT6X5.9,MT,TShape,6.0,3.07,0.177,0.225,0.338,,,,,,,
MT6X5.4,MT,TShape,5.99,3.07,0.16,0.21,0.353,,,,,,,
MT6X5,MT,TShape,5.99,3.25,0.149,0.18,0.32,,,,,,,
MT5X4.5,MT,TShape,5.0,2.69,0.157,0.206,0.357,,,,,,,
MT5X4,MT,TShape,4.98,2.69,0.141,0.182,0.381,,,,,,,
MT5X3.75,MT,TShape,5.0,2.69,0.13,0.173,0.265,,,,,,,
MT4X3.25,MT,TShape,4.0,2.28,0.135,0.189,0.374,,,,,,,
MT4X3.1,MT,TShape,4.0,2.28,0.129,0.177,0.261,,,,,,,
MT3X2.2,MT,TShape,3.0,1.84,0.114,0.171,0.204,,,,,,,
MT3X1.85,MT,TShape,2.96,2.0,0.098,0.129,0.184,,,,,,,
MT2.5X9.45,MT,TShape,2.5,5.0,0.316,0.416,0.397,,,,,,,
MT2X3,MT,TShape,1.9,3.8,0.13,0.16,0.34,,,,,,,
ST12X60.5,ST,TShape,12.3,8.05,0.8,1.09,0.91,,,,,,,
ST12X53,ST,TShape,12.3,7.87,0.62,1.09,0.91,,,,,,,
ST12X50,ST,TShape,12.0,7.25,0.745,0.87,0.88,,,,,,,
ST12X45,ST,TShape,12.0,7.13,0.625,0.87,0.88,,,,,,,
ST12X40,ST,TShape,12.0,7.0,0.5,0.87,0.88,,,,,,,
ST10X48,ST,TShape,10.2,7.2,0.8,0.92,0.83,,,,,,,
ST10X43,ST,TShape,10.2,7.06,0.66,0.92,0.83,,,,,,,
ST10X37.5,ST,TShape,10.0,6.39,0.635,0.795,0.835,,,,,,,
ST10X33,ST,TShape,10.0,6.26,0.505,0.795,0.835,,,,,,,
ST9X35,ST,TShape,9.0,6.25,0.711,0.691,0.809,,,,,,,
ST9X27.35,ST,TShape,9.0,6.0,0.461,0.691,0.809,,,,,,,
ST7.5X25,ST,TShape,7.5,5.64,0.55,0.622,0.758,,,,,,,
ST7.5X21.45,ST,TShape,7.5,5.5,0.411,0.622,0.758,,,,,,,
ST6X25,ST,TShape,6.0,5.48,0.687,0.659,0.781,,,,,,,
ST6X20.4,ST,TShape,6.0,5.25,0.462,0.659,0.781,,,,,,,
ST6X17.5,ST,TShape,6.0,5.08,0.428,0.544,0.646,,,,,,,
ST6X15.9,ST,TShape,6.0,5.0,0.35,0.544,0.646,,,,,,,
ST5X17.5,ST,TShape,5.0,4.94,0.594,0.491,0.639,,,,,,,
ST5X12.7,ST,TShape,5.0,4.66,0.311,0.491,0.639,,,,,,,
ST4X11.5,ST,TShape,4.0,4.17,0.441,0.425,0.575,,,,,,,
ST4X9.2,ST,TShape,4.0,4.0,0.271,0.425,0.575,,,,,,,
ST3X8.6,ST,TShape,3.0,3.57,0.465,0.359,0.454,,,,,,,
ST3X6.25,ST,TShape,3.0,3.33,0.232,0.359,0.454,,,,,,,
ST2.5X5,ST,TShape,2.5,3.0,0.214,0.326,0.424,,,,,,,
ST2X4.75,ST,TShape,2.0,2.8,0.326,0.293,0.457,,,,,,,
ST2X3.85,ST,TShape,2.0,2.66,0.193,0.293,0.457,,,,,,,
ST1.5X3.75,ST,TShape,1.5,2.51,0.349,0.26,0.365,,,,,,,
ST1.5X2.85,ST,TShape,1.5,2.33,0.17,0.26,0.365,,,,,,,
HSS24X12X3/4,HSS,RectangleHollow,,,,,,,,24.0,12.0,0.698,,
HSS24X12X5/8,HSS,RectangleHollow,,,,,,,,24.0,12.0,0.581,,
HSS24X12X1/2,HSS,RectangleHollow,,,,,,,,24.0,12.0,0.465,,
HSS22X22X7/8,HSS,RectangleHollow,,,,,,,,22.0,22.0,0.814,,
HSS22X22X3/4,HSS,RectangleHollow,,,,,,,,22.0,22.0,0.698,,
HSS20X20X7/8,HSS,RectangleHollow,,,,,,,,20.0,20.0,0.814,,
HSS20X20X3/4,HSS,RectangleHollow,,,,,,,,20.0,20.0,0.698,,
HSS20X20X5/8,HSS,RectangleHollow,,,,,,,,20.0,20.0,0.581,,
HSS20X20X1/2,HSS,RectangleHollow,,,,,,,,20.0,20.0,0.465,,
HSS20X12X3/4,HSS,RectangleHollow,,,,,,,,20.0,12.0,0.698,,
HSS20X12X5/8,HSS,RectangleHollow,,,,,,,,20.0,12.0,0.581,,
HSS20X12X1/2,HSS,RectangleHollow,,,,,,,,20.0,12.0,0.465,,
HSS20X12X3/8,HSS,RectangleHollow,,,,,,,,20.0,12.0,0.349,,
HSS20X12X5/16,HSS,RectangleHollow,,,,,,,,20.0,12.0,0.291,,
HSS20X8X5/8,HSS,RectangleHollow,,,,,,,,20.0,8.0,0.581,,
HSS20X8X1/2,HSS,RectangleHollow,,,,,,,,20.0,8.0,0.465,,
HSS20X8X3/8,HSS,RectangleHollow,,,,,,,,20.0,8.0,0.349,,
HSS20X8X5/16,HSS,RectangleHollow,,,,,,,,20.0,8.0,0.291,,
HSS20X4X1/2,HSS,RectangleHollow,,,,,,,,20.0,4.0,0.465,,
HSS20X4X3/8,HSS,RectangleHollow,,,,,,,,20.0,4.0,0.349,,
HSS20X4X5/16,HSS,RectangleHollow,,,,,,,,20.0,4.0,0.291,,
HSS20X4X1/4,HSS,RectangleHollow,,,,,,,,20.0,4.0,0.233,,
HSS18X18X7/8,HSS,RectangleHollow,,,,,,,,18.0,18.0,0.814,,
HSS18X18X3/4,HSS,RectangleHollow,,,,,,,,18.0,18.0,0.698,,
HSS18X18X5/8,HSS,RectangleHollow,,,,,,,,18.0,18.0,0.581,,
HSS18X18X1/2,HSS,RectangleHollow,,,,,,,,18.0,18.0,0.465,,
HSS18X6X5/8,HSS,RectangleHollow,,,,,,,,18.0,6.0,0.581,,
HSS18X6X1/2,HSS,RectangleHollow,,,,,,,,18.0,6.0,0.465,,
HSS18X6X3/8,HSS,RectangleHollow,,,,,,,,18.0,6.0,0.349,,
HSS18X6X5/16,HSS,RectangleHollow,,,,,,,,18.0,6.0,0.291,,
HSS18X6X1/4,HSS,RectangleHollow,,,,,,,,18.0,6.0,0.233,,
HSS16X16X7/8,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.814,,
HSS16X16X3/4,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.698,,
HSS16X16X5/8,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.581,,
HSS16X16X1/2,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.465,,
HSS16X16X3/8,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.349,,
HSS16X16X5/16,HSS,RectangleHollow,,,,,,,,16.0,16.0,0.291,,
HSS16X12X3/4,HSS,RectangleHollow,,,,,,,,16.0,12.0,0.698,,
HSS16X12X5/8,HSS,RectangleHollow,,,,,,,,16.0,12.0,0.581,,
HSS16X12X1/2,HSS,RectangleHollow,,,,,,,,16.0,12.0,0.465,,
HSS16X12X3/8,HSS,RectangleHollow,,,,,,,,16.0,12.0,0.349,,
HSS16X12X5/16,HSS,RectangleHollow,,,,,,,,16.0,12.0,0.291,,
HSS16X8X5/8,HSS,RectangleHollow,,,,,,,,16.0,8.0,0.581,,
HSS16X8X1/2,HSS,RectangleHollow,,,,,,,,16.0,8.0,0.465,,
HSS16X8X3/8,HSS,RectangleHollow,,,,,,,,16.0,8.0,0.349,,
HSS16X8X5/16,HSS,RectangleHollow,,,,,,,,16.0,8.0,0.291,,
HSS16X8X1/4,HSS,RectangleHollow,,,,,,,,16.0,8.0,0.233,,
HSS16X4X5/8,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.581,,
HSS16X4X1/2,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.465,,
HSS16X4X3/8,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.349,,
HSS16X4X5/16,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.291,,
HSS16X4X1/4,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.233,,
HSS16X4X3/16,HSS,RectangleHollow,,,,,,,,16.0,4.0,0.174,,
HSS14X14X7/8,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.814,,
HSS14X14X3/4,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.698,,
HSS14X14X5/8,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.581,,
HSS14X14X1/2,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.465,,
HSS14X14X3/8,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.349,,
HSS14X14X5/16,HSS,RectangleHollow,,,,,,,,14.0,14.0,0.291,,
HSS14X10X5/8,HSS,RectangleHollow,,,,,,,,14.0,10.0,0.581,,
HSS14X10X1/2,HSS,RectangleHollow,,,,,,,,14.0,10.0,0.465,,
HSS14X10X3/8,HSS,RectangleHollow,,,,,,,,14.0,10.0,0.349,,
HSS14X10X5/16,HSS,RectangleHollow,,,,,,,,14.0,10.0,0.291,,
HSS14X10X1/4,HSS,RectangleHollow,,,,,,,,14.0,10.0,0.233,,
HSS14X6X5/8,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.581,,
HSS14X6X1/2,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.465,,
HSS14X6X3/8,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.349,,
HSS14X6X5/16,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.291,,
HSS14X6X1/4,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.233,,
HSS14X6X3/16,HSS,RectangleHollow,,,,,,,,14.0,6.0,0.174,,
HSS14X4X5/8,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.581,,
HSS14X4X1/2,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.465,,
HSS14X4X3/8,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.349,,
HSS14X4X5/16,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.291,,
HSS14X4X1/4,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.233,,
HSS14X4X3/16,HSS,RectangleHollow,,,,,,,,14.0,4.0,0.174,,
HSS12X12X3/4,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.698,,
HSS12X12X5/8,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.581,,
HSS12X12X1/2,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.465,,
HSS12X12X3/8,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.349,,
HSS12X12X5/16,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.291,,
HSS12X12X1/4,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.233,,
HSS12X12X3/16,HSS,RectangleHollow,,,,,,,,12.0,12.0,0.174,,
HSS12X10X1/2,HSS,RectangleHollow,,,,,,,,12.0,10.0,0.465,,
HSS12X10X3/8,HSS,RectangleHollow,,,,,,,,12.0,10.0,0.349,,
HSS12X10X5/16,HSS,RectangleHollow,,,,,,,,12.0,10.0,0.291,,
HSS12X10X1/4,HSS,RectangleHollow,,,,,,,,12.0,10.0,0.233,,
HSS12X8X5/8,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.581,,
HSS12X8X1/2,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.465,,
HSS12X8X3/8,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.349,,
HSS12X8X5/16,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.291,,
HSS12X8X1/4,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.233,,
HSS12X8X3/16,HSS,RectangleHollow,,,,,,,,12.0,8.0,0.174,,
HSS12X6X5/8,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.581,,
HSS12X6X1/2,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.465,,
HSS12X6X3/8,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.349,,
HSS12X6X5/16,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.291,,
HSS12X6X1/4,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.233,,
HSS12X6X3/16,HSS,RectangleHollow,,,,,,,,12.0,6.0,0.174,,
HSS12X4X5/8,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.581,,
HSS12X4X1/2,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.465,,
HSS12X4X3/8,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.349,,
HSS12X4X5/16,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.291,,
HSS12X4X1/4,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.233,,
HSS12X4X3/16,HSS,RectangleHollow,,,,,,,,12.0,4.0,0.174,,
HSS12X3-1/2X3/8,HSS,RectangleHollow,,,,,,,,12.0,3.5,0.349,,
HSS12X3-1/2X5/16,HSS,RectangleHollow,,,,,,,,12.0,3.5,0.291,,
HSS12X3X5/16,HSS,RectangleHollow,,,,,,,,12.0,3.0,0.291,,
HSS12X3X1/4,HSS,RectangleHollow,,,,,,,,12.0,3.0,0.233,,
HSS12X3X3/16,HSS,RectangleHollow,,,,,,,,12.0,3.0,0.174,,
HSS12X2X5/16,HSS,RectangleHollow,,,,,,,,12.0,2.0,0.291,,
HSS12X2X1/4,HSS,RectangleHollow,,,,,,,,12.0,2.0,0.233,,
HSS12X2X3/16,HSS,RectangleHollow,,,,,,,,12.0,2.0,0.174,,
HSS10X10X3/4,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.698,,
HSS10X10X5/8,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.581,,
HSS10X10X1/2,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.465,,
HSS10X10X3/8,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.349,,
HSS10X10X5/16,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.291,,
HSS10X10X1/4,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.233,,
HSS10X10X3/16,HSS,RectangleHollow,,,,,,,,10.0,10.0,0.174,,
HSS10X8X5/8,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.581,,
HSS10X8X1/2,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.465,,
HSS10X8X3/8,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.349,,
HSS10X8X5/16,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.291,,
HSS10X8X1/4,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.233,,
HSS10X8X3/16,HSS,RectangleHollow,,,,,,,,10.0,8.0,0.174,,
HSS10X6X5/8,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.581,,
HSS10X6X1/2,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.465,,
HSS10X6X3/8,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.349,,
HSS10X6X5/16,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.291,,
HSS10X6X1/4,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.233,,
HSS10X6X3/16,HSS,RectangleHollow,,,,,,,,10.0,6.0,0.174,,
HSS10X5X3/8,HSS,RectangleHollow,,,,,,,,10.0,5.0,0.349,,
HSS10X5X5/16,HSS,RectangleHollow,,,,,,,,10.0,5.0,0.291,,
HSS10X5X1/4,HSS,RectangleHollow,,,,,,,,10.0,5.0,0.233,,
HSS10X5X3/16,HSS,RectangleHollow,,,,,,,,10.0,5.0,0.174,,
HSS10X4X5/8,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.581,,
HSS10X4X1/2,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.465,,
HSS10X4X3/8,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.349,,
HSS10X4X5/16,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.291,,
HSS10X4X1/4,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.233,,
HSS10X4X3/16,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.174,,
HSS10X4X1/8,HSS,RectangleHollow,,,,,,,,10.0,4.0,0.116,,
HSS10X3-1/2X1/2,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.465,,
HSS10X3-1/2X3/8,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.349,,
